蛍	名詞,一般,*,*,*,*,蛍,ホタル,ホタル
決定	名詞,サ変接続,*,*,*,*,決定,ケッテイ,ケッテイ
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
なり	動詞,自立,*,*,五段・ラ行,連用形,なる,ナリ,ナリ
かねん	動詞,非自立,*,*,一段,体言接続特殊,かねる,カネン,カネン
の	名詞,非自立,一般,*,*,*,の,ノ,ノ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
な	助詞,終助詞,*,*,*,*,な,ナ,ナ
…	記号,一般,*,*,*,*,…,…,…
…	記号,一般,*,*,*,*,…,…,…
。	記号,句点,*,*,*,*,。,。,。
と	助詞,格助詞,引用,*,*,*,と,ト,ト
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,イウ,イウ
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
攻撃	名詞,サ変接続,*,*,*,*,攻撃,コウゲキ,コーゲキ
も	助詞,係助詞,*,*,*,*,も,モ,モ
守備	名詞,サ変接続,*,*,*,*,守備,シュビ,シュビ
も	助詞,係助詞,*,*,*,*,も,モ,モ
前回	名詞,一般,*,*,*,*,前回,ゼンカイ,ゼンカイ
より	助詞,格助詞,一般,*,*,*,より,ヨリ,ヨリ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
大分	名詞,固有名詞,地域,一般,*,*,大分,オオイタ,オーイタ
マシ	名詞,一般,*,*,*,*,*
で	助詞,格助詞,一般,*,*,*,で,デ,デ
試合	名詞,サ変接続,*,*,*,*,試合,シアイ,シアイ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
居る	動詞,自立,*,*,一段,基本形,居る,イル,イル
ん	名詞,非自立,一般,*,*,*,ん,ン,ン
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
が	助詞,接続助詞,*,*,*,*,が,ガ,ガ
。	記号,句点,*,*,*,*,。,。,。
#	名詞,サ変接続,*,*,*,*,*
jfa	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
sn	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
soccer	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
【	記号,括弧開,*,*,*,*,【,【,【
親善	名詞,一般,*,*,*,*,親善,シンゼン,シンゼン
試合	名詞,サ変接続,*,*,*,*,試合,シアイ,シアイ
】	記号,括弧閉,*,*,*,*,】,】,】
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
0	名詞,数,*,*,*,*,*
-	名詞,サ変接続,*,*,*,*,*
1	名詞,数,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
前半	名詞,一般,*,*,*,*,前半,ゼンハン,ゼンハン
32	名詞,数,*,*,*,*,*
分	名詞,接尾,助数詞,*,*,*,分,フン,フン
、	記号,読点,*,*,*,*,、,、,、
オスカル・ロメロ	名詞,一般,*,*,*,*,*
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
ゴール	名詞,一般,*,*,*,*,ゴール,ゴール,ゴール
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
許し	動詞,自立,*,*,五段・サ行,連用形,許す,ユルシ,ユルシ
まし	助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
巻き返し	名詞,一般,*,*,*,*,巻き返し,マキカエシ,マキカエシ
なる	動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
!?（	名詞,サ変接続,*,*,*,*,*
写真	名詞,一般,*,*,*,*,写真,シャシン,シャシン
：	記号,一般,*,*,*,*,：,：,：
Getty	名詞,固有名詞,組織,*,*,*,*
Images	名詞,一般,*,*,*,*,*
）	記号,括弧閉,*,*,*,*,）,）,）
速報	名詞,サ変接続,*,*,*,*,速報,ソクホウ,ソクホー
⇒	名詞,サ変接続,*,*,*,*,*
https	名詞,一般,*,*,*,*,*
://	名詞,サ変接続,*,*,*,*,*
t	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
co	名詞,一般,*,*,*,*,*
/	名詞,サ変接続,*,*,*,*,*
A	名詞,一般,*,*,*,*,*
1	名詞,数,*,*,*,*,*
Ab	名詞,一般,*,*,*,*,*
8	名詞,数,*,*,*,*,*
dbLen	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
サッカー	名詞,一般,*,*,*,*,サッカー,サッカー,サッカー
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
#	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
…	記号,一般,*,*,*,*,…,…,…
RT	名詞,固有名詞,組織,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
livedoornews	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
【	記号,括弧開,*,*,*,*,【,【,【
#	名詞,サ変接続,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
戦	名詞,接尾,一般,*,*,*,戦,セン,セン
】	記号,括弧閉,*,*,*,*,】,】,】
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
、	記号,読点,*,*,*,*,、,、,、
先制	名詞,サ変接続,*,*,*,*,先制,センセイ,センセイ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
許す	動詞,自立,*,*,五段・サ行,基本形,許す,ユルス,ユルス
(	名詞,サ変接続,*,*,*,*,*
前半	名詞,一般,*,*,*,*,前半,ゼンハン,ゼンハン
32	名詞,数,*,*,*,*,*
分	名詞,接尾,助数詞,*,*,*,分,フン,フン
)	名詞,サ変接続,*,*,*,*,*
🇯🇵	記号,一般,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
0	名詞,数,*,*,*,*,*
ー	名詞,一般,*,*,*,*,*
1	名詞,数,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
🇵🇾	記号,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
J	名詞,一般,*,*,*,*,*
リーグ	名詞,一般,*,*,*,*,リーグ,リーグ,リーグ
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン
分かん	動詞,自立,*,*,五段・ラ行,未然特殊,分かる,ワカン,ワカン
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド
、	記号,読点,*,*,*,*,、,、,、
天皇	名詞,一般,*,*,*,*,天皇,テンノウ,テンノー
杯	名詞,接尾,一般,*,*,*,杯,ハイ,ハイ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
一部	名詞,副詞可能,*,*,*,*,一部,イチブ,イチブ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
結果	名詞,副詞可能,*,*,*,*,結果,ケッカ,ケッカ
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ
見る	動詞,自立,*,*,一段,基本形,見る,ミル,ミル
限り	名詞,非自立,副詞可能,*,*,*,限り,カギリ,カギリ
この	連体詞,*,*,*,*,*,この,コノ,コノ
メンバー	名詞,一般,*,*,*,*,メンバー,メンバー,メンバー
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
ん	名詞,非自立,一般,*,*,*,ん,ン,ン
だろ	助動詞,*,*,*,特殊・ダ,未然形,だ,ダロ,ダロ
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
な	助詞,終助詞,*,*,*,*,な,ナ,ナ
。	記号,句点,*,*,*,*,。,。,。
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
livedoornews	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
【	記号,括弧開,*,*,*,*,【,【,【
#	名詞,サ変接続,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
戦	名詞,接尾,一般,*,*,*,戦,セン,セン
】	記号,括弧閉,*,*,*,*,】,】,】
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
、	記号,読点,*,*,*,*,、,、,、
先制	名詞,サ変接続,*,*,*,*,先制,センセイ,センセイ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
許す	動詞,自立,*,*,五段・サ行,基本形,許す,ユルス,ユルス
(	名詞,サ変接続,*,*,*,*,*
前半	名詞,一般,*,*,*,*,前半,ゼンハン,ゼンハン
32	名詞,数,*,*,*,*,*
分	名詞,接尾,助数詞,*,*,*,分,フン,フン
)	名詞,サ変接続,*,*,*,*,*
🇯🇵	記号,一般,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
0	名詞,数,*,*,*,*,*
ー	名詞,一般,*,*,*,*,*
1	名詞,数,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
🇵🇾	記号,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
footalk	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
sosal	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
【	記号,括弧開,*,*,*,*,【,【,【
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
🇯🇵	記号,一般,*,*,*,*,*
VS	名詞,固有名詞,組織,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
🇵🇾	記号,一般,*,*,*,*,*
親善	名詞,一般,*,*,*,*,親善,シンゼン,シンゼン
試合	名詞,サ変接続,*,*,*,*,試合,シアイ,シアイ
】	記号,括弧閉,*,*,*,*,】,】,】
前半	名詞,一般,*,*,*,*,前半,ゼンハン,ゼンハン
32	名詞,数,*,*,*,*,*
分	名詞,接尾,助数詞,*,*,*,分,フン,フン
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
0	名詞,数,*,*,*,*,*
-	名詞,サ変接続,*,*,*,*,*
1	名詞,数,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
先制	名詞,サ変接続,*,*,*,*,先制,センセイ,センセイ
！	記号,一般,*,*,*,*,！,！,！
※	記号,一般,*,*,*,*,※,※,※
※	記号,一般,*,*,*,*,※,※,※
速報	名詞,サ変接続,*,*,*,*,速報,ソクホウ,ソクホー
中	名詞,接尾,副詞可能,*,*,*,中,チュウ,チュー
※※#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
https	名詞,一般,*,*,*,*,*
://	名詞,サ変接続,*,*,*,*,*
t	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
co	名詞,一般,*,*,*,*,*
/	名詞,サ変接続,*,*,*,*,*
6	名詞,数,*,*,*,*,*
oeBcdS	名詞,一般,*,*,*,*,*
2	名詞,数,*,*,*,*,*
cf	名詞,一般,*,*,*,*,*
深い	形容詞,自立,*,*,形容詞・アウオ段,基本形,深い,フカイ,フカイ
位置	名詞,サ変接続,*,*,*,*,位置,イチ,イチ
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ
切り込ん	動詞,自立,*,*,五段・マ行,連用タ接続,切り込む,キリコン,キリコン
で	助詞,接続助詞,*,*,*,*,で,デ,デ
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
センタリング	名詞,一般,*,*,*,*,センタリング,センタリング,センタリング
って	助詞,格助詞,連語,*,*,*,って,ッテ,ッテ
自己	名詞,一般,*,*,*,*,自己,ジコ,ジコ
満足	名詞,サ変接続,*,*,*,*,満足,マンゾク,マンゾク
という	助詞,格助詞,連語,*,*,*,という,トイウ,トユウ
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
、	記号,読点,*,*,*,*,、,、,、
、	記号,読点,*,*,*,*,、,、,、
ここ	名詞,代名詞,一般,*,*,*,ここ,ココ,ココ
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ
後	接頭詞,名詞接続,*,*,*,*,後,コウ,コー
お願い	名詞,サ変接続,*,*,*,*,お願い,オネガイ,オネガイ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
責任	名詞,一般,*,*,*,*,責任,セキニン,セキニン
転嫁	名詞,サ変接続,*,*,*,*,転嫁,テンカ,テンカ
っぽい	形容詞,接尾,*,*,形容詞・アウオ段,基本形,っぽい,ッポイ,ッポイ
プレイ	名詞,一般,*,*,*,*,*
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
見える	動詞,自立,*,*,一段,基本形,見える,ミエル,ミエル
ん	名詞,非自立,一般,*,*,*,ん,ン,ン
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー
。	記号,句点,*,*,*,*,。,。,。
中	名詞,一般,*,*,*,*,中,ナカ,ナカ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
ディフェンダー	名詞,一般,*,*,*,*,ディフェンダー,ディフェンダー,ディフェンダー
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
ガッツリ	名詞,一般,*,*,*,*,*
揃っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,揃う,ソロッ,ソロッ
てる	動詞,非自立,*,*,一段,基本形,てる,テル,テル
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ
余程	副詞,一般,*,*,*,*,余程,ヨホド,ヨホド
高	形容詞,自立,*,*,形容詞・アウオ段,ガル接続,高い,タカ,タカ
さ	名詞,接尾,特殊,*,*,*,さ,サ,サ
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル
選手	名詞,一般,*,*,*,*,選手,センシュ,センシュ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
い	動詞,自立,*,*,一段,未然形,いる,イ,イ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
限り	名詞,非自立,副詞可能,*,*,*,限り,カギリ,カギリ
中	名詞,一般,*,*,*,*,中,ナカ,ナカ
々	記号,一般,*,*,*,*,々,々,々
入ら	動詞,自立,*,*,五段・ラ行,未然形,入る,ハイラ,ハイラ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ
、	記号,読点,*,*,*,*,、,、,、
格	名詞,一般,*,*,*,*,格,カク,カク
上	名詞,接尾,副詞可能,*,*,*,上,ジョウ,ジョー
相手	名詞,一般,*,*,*,*,相手,アイテ,アイテ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
。#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
山口	名詞,固有名詞,地域,一般,*,*,山口,ヤマグチ,ヤマグチ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
ミス	名詞,サ変接続,*,*,*,*,ミス,ミス,ミス
パス	名詞,サ変接続,*,*,*,*,パス,パス,パス
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
いか	動詞,自立,*,*,五段・カ行促音便,未然形,いく,イカ,イカ
ん	助動詞,*,*,*,不変化型,基本形,ん,ン,ン
な	助詞,終助詞,*,*,*,*,な,ナ,ナ
。	記号,句点,*,*,*,*,。,。,。
山口	名詞,固有名詞,人名,姓,*,*,山口,ヤマグチ,ヤマグチ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
かなり	副詞,一般,*,*,*,*,かなり,カナリ,カナリ
ミス	名詞,サ変接続,*,*,*,*,ミス,ミス,ミス
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
多い	形容詞,自立,*,*,形容詞・アウオ段,基本形,多い,オオイ,オーイ
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ
長谷部	名詞,固有名詞,人名,姓,*,*,長谷部,ハセベ,ハセベ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
替え	動詞,自立,*,*,一段,連用形,替える,カエ,カエ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
状態	名詞,一般,*,*,*,*,状態,ジョウタイ,ジョータイ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
試し	動詞,自立,*,*,五段・サ行,連用形,試す,タメシ,タメシ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
欲しい	形容詞,非自立,*,*,形容詞・イ段,基本形,欲しい,ホシイ,ホシイ
！#	名詞,サ変接続,*,*,*,*,*
JFA	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,固有名詞,組織,*,*,*,*
本	接頭詞,名詞接続,*,*,*,*,本,ホン,ホン
大会	名詞,一般,*,*,*,*,大会,タイカイ,タイカイ
考えれ	動詞,自立,*,*,一段,仮定形,考える,カンガエレ,カンガエレ
ば	助詞,接続助詞,*,*,*,*,ば,バ,バ
こんな	連体詞,*,*,*,*,*,こんな,コンナ,コンナ
シチュエーション	名詞,一般,*,*,*,*,シチュエーション,シチュエーション,シチュエーション
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
絶対	名詞,副詞可能,*,*,*,*,絶対,ゼッタイ,ゼッタイ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル
だろ	助動詞,*,*,*,特殊・ダ,未然形,だ,ダロ,ダロ
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド
ここ	名詞,代名詞,一般,*,*,*,ここ,ココ,ココ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
攻撃	名詞,サ変接続,*,*,*,*,攻撃,コウゲキ,コーゲキ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
切り替え	動詞,自立,*,*,一段,未然形,切り替える,キリカエ,キリカエ
られ	動詞,接尾,*,*,一段,未然形,られる,ラレ,ラレ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
の	名詞,非自立,一般,*,*,*,の,ノ,ノ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
現状	名詞,一般,*,*,*,*,現状,ゲンジョウ,ゲンジョー
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ
引き続き	副詞,一般,*,*,*,*,引き続き,ヒキツヅキ,ヒキツズキ
守備	名詞,サ変接続,*,*,*,*,守備,シュビ,シュビ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
徹する	動詞,自立,*,*,サ変・−スル,基本形,徹する,テッスル,テッスル
他	名詞,非自立,副詞可能,*,*,*,他,ホカ,ホカ
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ
よ	名詞,非自立,助動詞語幹,*,*,*,よ,ヨ,ヨ
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
失点	名詞,サ変接続,*,*,*,*,失点,シッテン,シッテン
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
、	記号,読点,*,*,*,*,、,、,、
ベンチ	名詞,一般,*,*,*,*,ベンチ,ベンチ,ベンチ
メンバー	名詞,一般,*,*,*,*,メンバー,メンバー,メンバー
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
ホッ	副詞,助詞類接続,*,*,*,*,ホッ,ホッ,ホッ
と	助詞,格助詞,一般,*,*,*,と,ト,ト
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
いる	動詞,非自立,*,*,一段,基本形,いる,イル,イル
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ
💢	記号,一般,*,*,*,*,*
。	記号,句点,*,*,*,*,。,。,。
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
GoalJP	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
Official	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
＼#	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
×	記号,一般,*,*,*,*,×,カケル,カケル
#	名詞,サ変接続,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
速報	名詞,サ変接続,*,*,*,*,速報,ソクホウ,ソクホー
中	名詞,接尾,副詞可能,*,*,*,中,チュウ,チュー
📣	記号,一般,*,*,*,*,*
／#	名詞,サ変接続,*,*,*,*,*
オスカル・ロメロ	名詞,一般,*,*,*,*,*
の	助詞,連体化,*,*,*,*,の,ノ,ノ
ミドルシュート	名詞,一般,*,*,*,*,ミドルシュート,ミドルシュート,ミドルシュート
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
ゴール	名詞,一般,*,*,*,*,ゴール,ゴール,ゴール
右	名詞,一般,*,*,*,*,右,ミギ,ミギ
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ
突き刺さる	動詞,自立,*,*,五段・ラ行,基本形,突き刺さる,ツキササル,ツキササル
。	記号,句点,*,*,*,*,。,。,。
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
、	記号,読点,*,*,*,*,、,、,、
失点	名詞,サ変接続,*,*,*,*,失点,シッテン,シッテン
(	名詞,サ変接続,*,*,*,*,*
32	名詞,数,*,*,*,*,*
分	名詞,接尾,助数詞,*,*,*,分,フン,フン
)#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
samuraiblue	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
西野	名詞,固有名詞,人名,姓,*,*,西野,ニシノ,ニシノ
ジャパン	名詞,固有名詞,地域,国,*,*,ジャパン,ジャパン,ジャパン
