本田	名詞,固有名詞,組織,*,*,*,本田,ホンダ,ホンダ
香川	名詞,固有名詞,地域,一般,*,*,香川,カガワ,カガワ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
トップ	名詞,一般,*,*,*,*,トップ,トップ,トップ
下	名詞,接尾,一般,*,*,*,下,カ,カ
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
離れ	動詞,自立,*,*,一段,連用形,離れる,ハナレ,ハナレ
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
誰	名詞,代名詞,一般,*,*,*,誰,ダレ,ダレ
も	助詞,係助詞,*,*,*,*,も,モ,モ
い	動詞,自立,*,*,一段,未然形,いる,イ,イ
なく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク
なる	動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル
だろ	助動詞,*,*,*,特殊・ダ,未然形,だ,ダロ,ダロ
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ
。	記号,句点,*,*,*,*,。,。,。
所属	名詞,サ変接続,*,*,*,*,所属,ショゾク,ショゾク
チーム	名詞,一般,*,*,*,*,チーム,チーム,チーム
じゃ	助詞,副助詞,*,*,*,*,じゃ,ジャ,ジャ
山口	名詞,固有名詞,地域,一般,*,*,山口,ヤマグチ,ヤマグチ
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
柴崎	名詞,固有名詞,人名,姓,*,*,柴崎,シバザキ,シバザキ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
ポジション	名詞,一般,*,*,*,*,ポジション,ポジション,ポジション
の	助詞,連体化,*,*,*,*,の,ノ,ノ
選手	名詞,一般,*,*,*,*,選手,センシュ,センシュ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
上がる	動詞,自立,*,*,五段・ラ行,基本形,上がる,アガル,アガル
かも	助詞,副助詞,*,*,*,*,かも,カモ,カモ
しれ	動詞,自立,*,*,一段,未然形,しれる,シレ,シレ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド
さ	助詞,終助詞,*,*,*,*,さ,サ,サ
、	記号,読点,*,*,*,*,、,、,、
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
ぞ	助詞,終助詞,*,*,*,*,ぞ,ゾ,ゾ
？	記号,一般,*,*,*,*,？,？,？
誰	名詞,代名詞,一般,*,*,*,誰,ダレ,ダレ
も	助詞,係助詞,*,*,*,*,も,モ,モ
上がる	動詞,自立,*,*,五段・ラ行,基本形,上がる,アガル,アガル
わけ	動詞,自立,*,*,一段,未然形,わける,ワケ,ワケ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
じゃ	助詞,副助詞,*,*,*,*,じゃ,ジャ,ジャ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
。	記号,句点,*,*,*,*,。,。,。
#	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
柴崎	名詞,固有名詞,人名,姓,*,*,柴崎,シバザキ,シバザキ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
惜しい	形容詞,自立,*,*,形容詞・イ段,基本形,惜しい,オシイ,オシイ
FK	名詞,一般,*,*,*,*,*
の	助詞,連体化,*,*,*,*,の,ノ,ノ
後	名詞,非自立,副詞可能,*,*,*,後,ノチ,ノチ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
ケイスケホンダ	名詞,固有名詞,組織,*,*,*,*
写す	動詞,自立,*,*,五段・サ行,基本形,写す,ウツス,ウツス
カメラマン	名詞,一般,*,*,*,*,カメラマン,カメラマン,カメラマン
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
悪意	名詞,一般,*,*,*,*,悪意,アクイ,アクイ
しか	助詞,係助詞,*,*,*,*,しか,シカ,シカ
感じ	動詞,自立,*,*,一段,未然形,感じる,カンジ,カンジ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
ｗｗｗｗｗ	名詞,固有名詞,組織,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
柴崎	名詞,固有名詞,人名,姓,*,*,柴崎,シバザキ,シバザキ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
FK	名詞,一般,*,*,*,*,*
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
ここ	名詞,代名詞,一般,*,*,*,ここ,ココ,ココ
最近	名詞,副詞可能,*,*,*,*,最近,サイキン,サイキン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
で	助詞,格助詞,一般,*,*,*,で,デ,デ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
なかなか	副詞,助詞類接続,*,*,*,*,なかなか,ナカナカ,ナカナカ
無い	形容詞,自立,*,*,形容詞・アウオ段,基本形,無い,ナイ,ナイ
期待	名詞,サ変接続,*,*,*,*,期待,キタイ,キタイ
度	名詞,接尾,一般,*,*,*,度,ド,ド
の	助詞,連体化,*,*,*,*,の,ノ,ノ
高	形容詞,自立,*,*,形容詞・アウオ段,ガル接続,高い,タカ,タカ
さ	名詞,接尾,特殊,*,*,*,さ,サ,サ
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
柴崎	名詞,固有名詞,人名,姓,*,*,柴崎,シバザキ,シバザキ
岳	名詞,固有名詞,人名,名,*,*,岳,タケシ,タケシ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
FK	名詞,一般,*,*,*,*,*
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
惜しくも	副詞,一般,*,*,*,*,惜しくも,オシクモ,オシクモ
クロスバー	名詞,一般,*,*,*,*,クロスバー,クロスバー,クロスバー
‼	名詞,サ変接続,*,*,*,*,*
️	記号,一般,*,*,*,*,*
もうちょい	副詞,一般,*,*,*,*,もうちょい,モウチョイ,モーチョイ
っ	動詞,非自立,*,*,五段・カ行促音便,連用タ接続,く,ッ,ッ
‼	名詞,サ変接続,*,*,*,*,*
️😆	記号,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
柴崎	名詞,固有名詞,人名,姓,*,*,柴崎,シバザキ,シバザキ
岳	名詞,固有名詞,人名,名,*,*,岳,タケシ,タケシ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
一瞬	名詞,副詞可能,*,*,*,*,一瞬,イッシュン,イッシュン
、	記号,読点,*,*,*,*,、,、,、
若い	形容詞,自立,*,*,形容詞・アウオ段,基本形,若い,ワカイ,ワカイ
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
鈴井	名詞,固有名詞,地域,一般,*,*,鈴井,スズイ,スズイ
貴之	名詞,固有名詞,人名,名,*,*,貴之,タカユキ,タカユキ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
見え	動詞,自立,*,*,一段,連用形,見える,ミエ,ミエ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
footalk	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
sosal	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
【	記号,括弧開,*,*,*,*,【,【,【
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
🇯🇵	記号,一般,*,*,*,*,*
VS	名詞,固有名詞,組織,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
🇵🇾	記号,一般,*,*,*,*,*
親善	名詞,一般,*,*,*,*,親善,シンゼン,シンゼン
試合	名詞,サ変接続,*,*,*,*,試合,シアイ,シアイ
】	記号,括弧閉,*,*,*,*,】,】,】
前半	名詞,一般,*,*,*,*,前半,ゼンハン,ゼンハン
32	名詞,数,*,*,*,*,*
分	名詞,接尾,助数詞,*,*,*,分,フン,フン
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
0	名詞,数,*,*,*,*,*
-	名詞,サ変接続,*,*,*,*,*
1	名詞,数,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
先制	名詞,サ変接続,*,*,*,*,先制,センセイ,センセイ
！	記号,一般,*,*,*,*,！,！,！
※	記号,一般,*,*,*,*,※,※,※
※	記号,一般,*,*,*,*,※,※,※
速報	名詞,サ変接続,*,*,*,*,速報,ソクホウ,ソクホー
中	名詞,接尾,副詞可能,*,*,*,中,チュウ,チュー
※※#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
https	名詞,一般,*,*,*,*,*
://	名詞,サ変接続,*,*,*,*,*
t	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
co	名詞,一般,*,*,*,*,*
/	名詞,サ変接続,*,*,*,*,*
6	名詞,数,*,*,*,*,*
oeBcdS	名詞,一般,*,*,*,*,*
2	名詞,数,*,*,*,*,*
cf	名詞,一般,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
Y	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
and	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
D	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
戦	名詞,接尾,一般,*,*,*,戦,セン,セン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
データ	名詞,一般,*,*,*,*,データ,データ,データ
放送	名詞,サ変接続,*,*,*,*,放送,ホウソウ,ホーソー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
吉田	名詞,固有名詞,人名,姓,*,*,吉田,ヨシダ,ヨシダ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
紹介	名詞,サ変接続,*,*,*,*,紹介,ショウカイ,ショーカイ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
草	名詞,一般,*,*,*,*,草,クサ,クサ
生える	動詞,自立,*,*,一段,基本形,生える,ハエル,ハエル
じゃあ	助詞,副助詞,*,*,*,*,じゃあ,ジャア,ジャー
ねぇ	助詞,終助詞,*,*,*,*,ねぇ,ネェ,ネー
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
。	記号,句点,*,*,*,*,。,。,。
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
https	名詞,一般,*,*,*,*,*
://	名詞,サ変接続,*,*,*,*,*
t	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
co	名詞,一般,*,*,*,*,*
/	名詞,サ変接続,*,*,*,*,*
lFOsfs	名詞,一般,*,*,*,*,*
8	名詞,数,*,*,*,*,*
hoF	名詞,一般,*,*,*,*,*
うぅ	形容詞,自立,*,*,形容詞・アウオ段,連用ゴザイ接続,うい,ウゥ,ウー
〜	記号,一般,*,*,*,*,〜,〜,〜
。	記号,句点,*,*,*,*,。,。,。
あぶな	形容詞,自立,*,*,形容詞・アウオ段,ガル接続,あぶない,アブナ,アブナ
。	記号,句点,*,*,*,*,。,。,。
こわ	形容詞,自立,*,*,形容詞・アウオ段,ガル接続,こわい,コワ,コワ
。#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
webstyleking	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
柴崎	名詞,固有名詞,人名,姓,*,*,柴崎,シバザキ,シバザキ
岳	名詞,固有名詞,人名,名,*,*,岳,タケシ,タケシ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
直接	名詞,副詞可能,*,*,*,*,直接,チョクセツ,チョクセツ
フリー	名詞,一般,*,*,*,*,フリー,フリー,フリー
キック	名詞,サ変接続,*,*,*,*,キック,キック,キック
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
クロスバー	名詞,一般,*,*,*,*,クロスバー,クロスバー,クロスバー
にあたり	助詞,格助詞,連語,*,*,*,にあたり,ニアタリ,ニアタリ
外れる	動詞,自立,*,*,一段,基本形,外れる,ハズレル,ハズレル
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
#	名詞,サ変接続,*,*,*,*,*
SAMURAIBLUE	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
Worldcup	名詞,一般,*,*,*,*,*
東口	名詞,一般,*,*,*,*,東口,ヒガシグチ,ヒガシグチ
良い	形容詞,自立,*,*,形容詞・アウオ段,基本形,良い,ヨイ,ヨイ
飛び出し	動詞,自立,*,*,五段・サ行,連用形,飛び出す,トビダシ,トビダシ
だ	助動詞,*,*,*,特殊・タ,基本形,だ,ダ,ダ
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
ナイス	名詞,一般,*,*,*,*,ナイス,ナイス,ナイス
！	記号,一般,*,*,*,*,！,！,！
ヒガシ	名詞,一般,*,*,*,*,*
！！#	名詞,サ変接続,*,*,*,*,*
gamba	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
ガンバ大阪	名詞,固有名詞,組織,*,*,*,ガンバ大阪,ガンバオオサカ,ガンバオーサカ
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
livedoornews	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
【	記号,括弧開,*,*,*,*,【,【,【
#	名詞,サ変接続,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
戦	名詞,接尾,一般,*,*,*,戦,セン,セン
】	記号,括弧閉,*,*,*,*,】,】,】
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
、	記号,読点,*,*,*,*,、,、,、
先制	名詞,サ変接続,*,*,*,*,先制,センセイ,センセイ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
許す	動詞,自立,*,*,五段・サ行,基本形,許す,ユルス,ユルス
(	名詞,サ変接続,*,*,*,*,*
前半	名詞,一般,*,*,*,*,前半,ゼンハン,ゼンハン
32	名詞,数,*,*,*,*,*
分	名詞,接尾,助数詞,*,*,*,分,フン,フン
)	名詞,サ変接続,*,*,*,*,*
🇯🇵	記号,一般,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
0	名詞,数,*,*,*,*,*
ー	名詞,一般,*,*,*,*,*
1	名詞,数,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
🇵🇾	記号,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
ケイスケホンダ	名詞,一般,*,*,*,*,*
より	助詞,格助詞,一般,*,*,*,より,ヨリ,ヨリ
よっぽど	副詞,一般,*,*,*,*,よっぽど,ヨッポド,ヨッポド
希望	名詞,サ変接続,*,*,*,*,希望,キボウ,キボー
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ
持てる	動詞,自立,*,*,一段,基本形,持てる,モテル,モテル
フリー	名詞,一般,*,*,*,*,フリー,フリー,フリー
キック	名詞,サ変接続,*,*,*,*,キック,キック,キック
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
な	助詞,終助詞,*,*,*,*,な,ナ,ナ
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
本田	名詞,固有名詞,組織,*,*,*,本田,ホンダ,ホンダ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
フリー	名詞,一般,*,*,*,*,フリー,フリー,フリー
キック	名詞,サ変接続,*,*,*,*,キック,キック,キック
より	助詞,格助詞,一般,*,*,*,より,ヨリ,ヨリ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
ドキドキ	名詞,サ変接続,*,*,*,*,ドキドキ,ドキドキ,ドキドキ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
東口	名詞,固有名詞,人名,姓,*,*,東口,ヒガシグチ,ヒガシグチ
さん	名詞,接尾,人名,*,*,*,さん,サン,サン
、	記号,読点,*,*,*,*,、,、,、
グッジョブ	名詞,一般,*,*,*,*,*
👍	記号,一般,*,*,*,*,*
｢	名詞,サ変接続,*,*,*,*,*
西	名詞,固有名詞,人名,姓,*,*,西,ニシ,ニシ
絹代	名詞,固有名詞,人名,名,*,*,絹代,キヌヨ,キヌヨ
隊長	名詞,一般,*,*,*,*,隊長,タイチョウ,タイチョー
(	名詞,サ変接続,*,*,*,*,*
知	名詞,一般,*,*,*,*,知,チ,チ
波	名詞,接尾,一般,*,*,*,波,ハ,ハ
単	接頭詞,名詞接続,*,*,*,*,単,タン,タン
)	名詞,サ変接続,*,*,*,*,*
の	助詞,連体化,*,*,*,*,の,ノ,ノ
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
西野	名詞,固有名詞,人名,姓,*,*,西野,ニシノ,ニシノ
朗	名詞,固有名詞,人名,名,*,*,朗,アキラ,アキラ
より	助詞,格助詞,一般,*,*,*,より,ヨリ,ヨリ
まとも	名詞,形容動詞語幹,*,*,*,*,まとも,マトモ,マトモ
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
指揮	名詞,サ変接続,*,*,*,*,指揮,シキ,シキ
官	名詞,接尾,一般,*,*,*,官,カン,カン
だろ	助動詞,*,*,*,特殊・ダ,未然形,だ,ダロ,ダロ
｣｢	名詞,サ変接続,*,*,*,*,*
ハリルホジッチ	名詞,一般,*,*,*,*,*
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
土下座	名詞,サ変接続,*,*,*,*,土下座,ドゲザ,ドゲザ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
復帰	名詞,サ変接続,*,*,*,*,復帰,フッキ,フッキ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
もらえ	動詞,非自立,*,*,五段・ワ行促音便,命令ｅ,もらう,モラエ,モラエ
｣｢	名詞,サ変接続,*,*,*,*,*
名将	名詞,一般,*,*,*,*,名将,メイショウ,メイショー
・	記号,一般,*,*,*,*,・,・,・
内田	名詞,固有名詞,人名,姓,*,*,内田,ウチダ,ウチダ
正人	名詞,固有名詞,人名,名,*,*,正人,マサト,マサト
監督	名詞,サ変接続,*,*,*,*,監督,カントク,カントク
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
今	接頭詞,名詞接続,*,*,*,*,今,コン,コン
フリー	名詞,一般,*,*,*,*,フリー,フリー,フリー
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ
｣	名詞,サ変接続,*,*,*,*,*
今さら	副詞,一般,*,*,*,*,今さら,イマサラ,イマサラ
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ
こと	名詞,非自立,一般,*,*,*,こと,コト,コト
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,イッ,イッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
も	助詞,係助詞,*,*,*,*,も,モ,モ
な	助詞,終助詞,*,*,*,*,な,ナ,ナ
#	名詞,サ変接続,*,*,*,*,*
お	接頭詞,名詞接続,*,*,*,*,お,オ,オ
遊戯	名詞,サ変接続,*,*,*,*,遊戯,ユウギ,ユーギ
サッカー	名詞,一般,*,*,*,*,サッカー,サッカー,サッカー
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
アキラ	名詞,一般,*,*,*,*,*
0	名詞,数,*,*,*,*,*
パーセント	名詞,接尾,助数詞,*,*,*,パーセント,パーセント,パーセント
柴崎	名詞,固有名詞,人名,姓,*,*,柴崎,シバザキ,シバザキ
惜し	形容詞,自立,*,*,形容詞・イ段,文語基本形,惜しい,オシ,オシ
いいっ	形容詞,自立,*,*,形容詞・イイ,基本形-促音便,いい,イイッ,イイッ
💨	記号,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
サッカー	名詞,一般,*,*,*,*,サッカー,サッカー,サッカー
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
#	名詞,サ変接続,*,*,*,*,*
SAMURAIBLUE	名詞,一般,*,*,*,*,*
⁠	名詞,サ変接続,*,*,*,*,*
⁠	名詞,サ変接続,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
Worldcup	名詞,一般,*,*,*,*,*
⁠	名詞,サ変接続,*,*,*,*,*
⁠	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
弱	名詞,接尾,一般,*,*,*,弱,ジャク,ジャク
すぎ	名詞,接尾,副詞可能,*,*,*,すぎ,スギ,スギ
て	助詞,格助詞,連語,*,*,*,て,テ,テ
草	名詞,一般,*,*,*,*,草,クサ,クサ
生える	動詞,自立,*,*,一段,基本形,生える,ハエル,ハエル
。	記号,句点,*,*,*,*,。,。,。
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
ガク	名詞,一般,*,*,*,*,ガク,ガク,ガク
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
戦える	動詞,自立,*,*,一段,基本形,戦える,タタカエル,タタカエル
。	記号,句点,*,*,*,*,。,。,。
世界	名詞,一般,*,*,*,*,世界,セカイ,セカイ
と	助詞,格助詞,引用,*,*,*,と,ト,ト
戦える	動詞,自立,*,*,一段,基本形,戦える,タタカエル,タタカエル
。	記号,句点,*,*,*,*,。,。,。
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
今日	名詞,副詞可能,*,*,*,*,今日,キョウ,キョー
壱	名詞,一般,*,*,*,*,壱,イチ,イチ
番	名詞,接尾,一般,*,*,*,番,バン,バン
得点	名詞,サ変接続,*,*,*,*,得点,トクテン,トクテン
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
近い	形容詞,自立,*,*,形容詞・アウオ段,基本形,近い,チカイ,チカイ
シーン	名詞,一般,*,*,*,*,シーン,シーン,シーン
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
はら	動詞,自立,*,*,五段・ラ行,未然形,はる,ハラ,ハラ
なきゃ	助動詞,*,*,*,特殊・ナイ,仮定縮約２,ない,ナキャ,ナキャ
